1.15;1.15;1.1;1.1;1.05;1.05;1;1.05;1.05;1;1;1;1;1;1;1;
1.3;1.25;1.25;;1.1;1.05;1.05;;1.05;1;1;;1;1;1;;
1.45;1.4;;;1.15;1.1;;;1.05;1;;;1;1;;;
1.65;;;;1.15;;;;1.05;;;;1;;;;
